law_id,state,content,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29
CA1067,California,"A person shall not do either of the following: (1) Purchase or receive any handgun, except an antique firearm, without a valid handgun safety certificate (2) Sell, deliver, loan, or transfer any firearm, except an antique firearm, to any person who does not have a valid handgun safety certificate.",0.8452531,0.0,1.1784325,0.025122283,0.0,0.53660303,0.0,0.21388349,0.09204505,0.008008208,0.37343127,0.091107674,0.010517388,0.0,0.18160592,0.0,0.117001705,0.221027,0.034882683,0.0133406315,0.19147666,0.15532619,0.43874672,0.114547595,0.064203456,0.027707182,0.0,0.027529435,0.7321699,0.16653775
CA1068,California,"A person shall not do either of the following: (1) Purchase or receive any firearm, except an antique firearm, without a valid firearm safety certificate, except that in the case of a handgun, an unexpired handgun safety certificate may be used.



(2) Sell, deliver, loan, or transfer any firearm, except an antique firearm, to any person who does not have a valid firearm safety certificate, except that in the case of a handgun, an unexpired handgun safety certificate may be used.",0.5584384,0.0,0.6441685,0.17251036,0.0,0.3639351,0.73372245,0.18883558,0.0,0.02097155,0.3181598,0.32474965,0.0,0.017381515,0.22014464,0.0056859846,0.10276384,0.21819752,0.0,0.07624184,0.42254826,0.10839671,0.21015842,0.1642639,0.0,0.0,0.032756813,0.039102487,0.8367178,0.12424247
CA1072,California,"Beginning on the date that is 90 days after the date of enactment of this subsection and ending on the day before the date that is 60 months after such date of enactment, it shall be unlawful for any licensed importer, licensed manufacturer, or licensed dealer to sell, deliver, or transfer a handgun to an individual who is not licensed under section 923, unless— 

(A) after the most recent proposal of such transfer by the transferee— 

(i) the transferor has— 

(I) received from the transferee a statement of the transferee containing the information described in paragraph (3); 

(II) verified the identity of the transferee by examining the identification document presented; 

(III) within 1 day after the transferee furnishes the statement, provided notice of the contents of the statement to the chief law enforcement officer of the place of residence of the transferee; and 

(IV) within 1 day after the transferee furnishes the statement, transmitted a copy of the statement to the chief law enforcement officer of the place of residence of the transferee; and 

(ii) (I) 5 business days (meaning days on which State offices are open) have elapsed from the date the transferor furnished notice of the contents of the statement to the chief law enforcement officer, during which period the transferor has not received information from the chief law enforcement officer that receipt or possession of the handgun by the transferee would be in violation of Federal, State, or local law; or 

(II) the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal, State, or local law.",1.1511353,0.4737,0.0,0.0,0.08025108,0.0,0.0,0.0930137,0.0,1.0072201,0.0,0.0,0.0,0.56479603,0.0043426747,0.0,0.0,0.5265623,0.0050876033,0.0,0.24801901,0.15103146,0.0,0.07347464,1.1349849,0.0,0.0,0.2535316,0.0,0.0
CA1073,California,"Beginning on the date that is 30 days after the Attorney General notifies licensees under section 103(d) of the Brady Handgun Violence Prevention Act that the national instant criminal background check system is established, a licensed importer, licensed manufacturer, or licensed dealer shall not transfer a firearm to any other person who is not licensed under this chapter, unless—

(A) before the completion of the transfer, the licensee contacts the national instant criminal background check system established under section 103 of that Act;

(B) (i) the system provides the licensee with a unique identification number; or

(ii) 3 business days (meaning a day on which State offices are open) have elapsed since the licensee contacted the system, and the system has not notified the licensee that the receipt of a firearm by such other person would violate subsection (g) or (n) of this section; and

(C) the transferor has verified the identity of the transferee by examining a valid identification document (as defined in section 1028(d) of this title) of the transferee containing a photograph of the transferee.",1.1304171,1.550324,0.21898276,0.0,0.14654501,0.007938378,0.0,0.6401278,0.0,0.023163794,0.0,0.0,0.0,0.6312575,0.0,0.38286832,0.98174554,0.11864041,0.0,0.0,0.32454228,0.0,0.0,0.058814075,0.3559778,0.0,0.0,0.0,0.62465113,0.0041749794
CA1077,California,"(3) If the department ascertains the final disposition of the arrest or criminal charge, or the outcome of the mental health treatment or evaluation, or the purchaser's eligibility to purchase a firearm, as described in paragraph (1), after the waiting period described in Sections 26815 and 27540, but within 30 days of the dealer's original submission of the purchaser information to the department pursuant to this section, the department shall do the following:

   (A) If the purchaser is not a person described in subdivision (a) of Section 27535, and is not prohibited by state or federal law, including, but not limited to, Section 8100 or 8103 of the Welfare and Institutions Code, from possessing, receiving, owning, or purchasing a firearm, the department shall immediately notify the dealer of that fact and the dealer may then immediately transfer the firearm to the purchaser, upon the dealer's recording on the register or record of electronic transfer the date that the firearm is transferred, the dealer signing the register or record of electronic transfer indicating delivery of the firearm to that purchaser, and the purchaser signing the register or record of electronic transfer acknowledging the receipt of the firearm on the date that the firearm is delivered to him or her.

   (B) If the purchaser is a person described in subdivision (a) of Section 27535, or is prohibited by state or federal law, including, but not limited to, Section 8100 or 8103 of the Welfare and Institutions Code, from possessing, receiving, owning, or purchasing a firearm, the department shall immediately notify the dealer and the chief of the police department in the city or city and county in which the sale was made, or if the sale was made in a district in which there is no municipal police department, the sheriff of the county in which the sale was made, of that fact in compliance with subdivision (c) of Section 28220.

 (4) If the department is unable to ascertain the final disposition of the arrest or criminal charge, or the outcome of the mental health treatment or evaluation, or the purchaser's eligibility to purchase a firearm, as described in paragraph (1), within 30 days of the dealer's original submission of purchaser information to the department pursuant to this section, the department shall immediately notify the dealer and the dealer may then immediately transfer the firearm to the purchaser, upon the dealer's recording on the register or record of electronic transfer the date that the firearm is transferred, the dealer signing the register or record of electronic transfer indicating delivery of the firearm to that purchaser, and the purchaser signing the register or record of electronic transfer acknowledging the receipt of the firearm on the date that the firearm is delivered to him or her.

",0.34656665,0.44576457,0.0,0.67940164,0.095923826,0.0,0.008992214,1.0536497,0.0,0.12915212,0.0,0.22663522,0.0,0.0,0.16221295,0.11853466,0.048692588,0.0073379967,0.9311706,0.0864686,0.5165002,0.145547,0.120220564,0.03372993,0.082425684,0.039771244,1.1158609,0.024539558,0.019166693,0.28943348
CA1078,California," A dealer shall not deliver a firearm unless the person receiving the firearm presents to the dealer a valid firearm safety certificate, or, in the case of a handgun, an unexpired handgun safety certificate. The firearms dealer shall retain a photocopy of the firearm safety certificate as proof of compliance with this requirement.",0.9532802,0.0,1.0719819,0.19405119,0.0,0.72686243,0.02398855,0.2622718,0.09258992,0.0,0.21665238,0.090993606,0.0,0.012404891,0.0,0.0,0.13383688,0.5313228,0.0,0.0,0.21591622,0.046313345,0.7374872,0.2521164,0.0,0.040443942,0.0,0.04391991,0.0,0.05841078
CA1079,California," A dealer shall not deliver a firearm unless the person receiving the firearm presents to the dealer a valid firearm safety certificate, or, in the case of a handgun, an unexpired handgun safety certificate. The firearms dealer shall retain a photocopy of the firearm safety certificate as proof of compliance with this requirement.",0.95328104,0.0,1.071984,0.19405188,0.0,0.72686213,0.023988832,0.26227155,0.092588976,0.0,0.21665135,0.090991944,0.0,0.012404881,0.0,0.0,0.1338357,0.53132194,0.0,0.0,0.2159153,0.046312943,0.7374879,0.25211698,0.0,0.040444534,0.0,0.04392045,0.0,0.058411676
CA1080,California,"(a) If any of the following persons is at the scene of a domestic violence incident involving a threat to human life or a physical assault, is serving a protective order as defined in Section 6218 of the Family Code, or is serving a gun violence restraining order issued pursuant to Division 3.2 (commencing with Section 18100), that person shall take temporary custody of any firearm or other deadly weapon in plain sight or discovered pursuant to a consensual or other lawful search as necessary for the protection of the peace officer or other persons present:

(1) A sheriff, undersheriff, deputy sheriff, marshal, deputy marshal, or police officer of a city, as defined in subdivision (a) of Section 830.1.

(2) A peace officer of the Department of the California Highway Patrol, as defined in subdivision (a) of Section 830.2.

(3) A member of the University of California Police Department, as defined in subdivision (b) of Section 830.2.

(4) An officer listed in Section 830.6, while acting in the course and scope of the officer's employment as a peace officer.

(5) A member of a California State University Police Department, as defined in subdivision (c) of Section 830.2.

(6) A peace officer of the Department of Parks and Recreation, as defined in subdivision (f) of Section 830.2.

(7) A peace officer, as defined in subdivision (d) of Section 830.31.

(8) A peace officer, as defined in subdivisions (a) and (b) of Section 830.32.

(9) A peace officer, as defined in Section 830.5.

(10) A sworn member of the Department of Justice who is a peace officer, as defined in Section 830.1.

(11) A member of the San Francisco Bay Area Rapid Transit District Police Department, as defined in subdivision (a) of Section 830.33.",0.1104606,0.3139343,0.030919684,0.78194076,0.0,0.0,0.085970685,1.0643146,0.08056332,0.0,0.0,0.32221314,0.0,0.0,0.06443402,0.37646884,0.0,0.044787653,0.958908,0.6123029,0.39333257,0.008676318,0.0,0.0,0.18883602,0.0,0.7830977,0.08707991,1.1517996,0.12869462
CA1082,California,"Notwithstanding Section 25605, any person who brings or possesses a loaded firearm upon the grounds of a campus of, or buildings owned or operated for student housing, teaching, research, or administration by, a public or private university or college, that are contiguous or are clearly marked university property, unless it is with the written permission of the university or college president, his or her designee, or equivalent university or college authority, shall be punished by imprisonment pursuant to subdivision (h) of Section 1170 for two, three, or four years. Notwithstanding subdivision (k), a university or college shall post a prominent notice at primary entrances on noncontiguous property stating that firearms are prohibited on that property pursuant to this subdivision.",0.748372,0.40779105,0.05609856,1.1420611,1.3541002e-05,0.0073231524,0.0,0.38478145,0.0,0.062499624,0.0,0.02918671,0.0,0.13435718,0.0,0.8696602,0.16724794,0.04333458,0.0,1.2156767,0.3420611,0.14314587,0.07193218,0.0,0.0,0.0,0.43481913,0.34063238,0.6796992,0.106040604
CA1083,California,"Notwithstanding Section 25605, any person who brings or possesses a loaded firearm upon the grounds of a campus of, or buildings owned or operated for student housing, teaching, research, or administration by, a public or private university or college, that are contiguous or are clearly marked university property, unless it is with the written permission of the university or college president, his or her designee, or equivalent university or college authority, shall be punished by imprisonment pursuant to subdivision (h) of Section 1170 for two, three, or four years. Notwithstanding subdivision (k), a university or college shall post a prominent notice at primary entrances on noncontiguous property stating that firearms are prohibited on that property pursuant to this subdivision.",0.7483707,0.40779477,0.05610268,1.1420629,1.49416865e-05,0.007324549,0.0,0.3847823,0.0,0.062498547,0.0,0.029187676,0.0,0.13435753,0.0,0.86966336,0.16724949,0.043334216,0.0,1.2156731,0.34205666,0.14314188,0.07192945,0.0,0.0,0.0,0.4348146,0.3406327,0.6796973,0.10604056
CA1084,California,"Any person,  except…a person holding a valid license to carry the firearm pursuant to Article 3 (commencing with Section 12050) of Chapter 1 of Title 2 of Part 4 who brings or possesses a firearm upon the grounds of any public school, including the University of California and the states colleges, unless it is with the permission of the school authorities…shall be punished by imprisonment….",0.6217067,0.0,0.54880255,0.108143136,0.03209917,0.77476186,0.0,0.34058616,0.03590916,0.0,0.3054698,0.2217072,0.023567757,0.03413973,0.18164381,0.054383006,0.091599755,0.2857144,0.063209,0.21916638,0.2524056,0.22199924,0.45207915,0.11809958,0.025259336,0.0,0.0,0.0,0.21170197,0.23323193
CA1085,California,"Any person…who brings or possesses a firearm upon the grounds of any public school, including the University of California and the states colleges, unless it is with the permission of the school authorities",0.96534616,0.0,0.93801767,0.10261249,0.11281253,0.16607718,0.0,0.17358886,0.36867416,0.0,0.44787583,0.0,0.0,0.08846431,0.0064884773,0.0,0.0,0.327728,0.044457432,0.05029072,0.0,0.61739457,0.7522496,0.0,0.071655184,0.10090576,0.0,0.0,0.042555586,0.3227739
CA1086,California,"Any person…who brings or possesses a firearm upon the grounds of any public school, including the University of California and the states colleges, unless it is with the permission of the school authorities…shall be punished by imprisonment….",0.8990901,0.0,0.8645307,0.10438838,0.17297244,0.44327,0.0,0.27517834,0.114994235,0.0,0.4446213,0.0,0.0,0.07675181,0.0,0.0,0.025625534,0.38674623,0.0,0.0,0.008211333,0.52499944,0.8445179,0.0,0.030859642,0.0,0.0,0.0,0.0527061,0.30411342
CA1088,California,"By the enactment of this section, the Legislature occupies the whole field of regulation of the manufacture, sale, or possession of imitation firearms, as defined in subdivision (a) of Section 16700 of the Penal Code, and that subdivision shall preempt and be exclusive of all regulations relating to the manufacture, sale, or possession of imitation firearms, including regulations governing the manufacture, sale, or possession of BB devices and air rifles described in Section 16250 of the Penal Code.",1.0139233,0.76740295,0.0,0.37640446,0.14118557,0.0,0.22102949,0.087398924,0.3542917,0.15839253,0.21716247,0.0,0.3731336,0.46791637,0.0,0.12953278,0.23698469,0.0,0.0,0.40303898,0.2525974,0.0,0.55918616,0.026835749,0.16903412,0.053523954,0.27579057,0.051372636,0.06657482,0.0
CA1089,California,"No permit or license to purchase, own, possess, keep, or carry, either openly or concealed, shall be required of any citizen of the United States or legal resident over the age of 18 years who resides or is temporarily within this state, and who is not within the excepted classes prescribed by Chapter 2 (commencing with Section 29800) or Chapter 3 (commencing with Section 29900) of Division 9 of this title, or Section 8100 or 8103 of the Welfare and Institutions Code, to purchase, own, possess, keep, or carry, either openly or concealed, a handgun within the citizen's or legal resident's place of residence, place of business, or on private property owned or lawfully possessed by the citizen or legal resident.",1.0515307,0.5996218,0.0,0.36742443,0.1719732,0.0,0.47527125,0.19893879,0.1460268,0.05729058,0.11541372,0.0,0.46936435,0.42551264,0.0,0.059889533,0.21801066,0.0,0.0,0.35573196,0.0,0.0,0.3368448,0.3786344,0.06708024,0.04627994,0.24958752,0.055027943,0.3828166,0.20375776
CA1090,California,"It is the intention of the Legislature to occupy the whole field of regulation of the registration or licensing of commercially manufactured firearms as encompassed by the provisions of the Penal Code, and such provisions shall be exclusive of all local regulations, relating to registration or licensing of commercially manufactured firearms, by any political subdivision as defined in Section 1721 of the Labor Code.",0.8780254,0.0,0.5837873,0.027541889,0.23995662,0.49609715,0.0,0.31488648,0.0,0.048722524,0.0,0.28772727,0.47177038,0.0,0.0,0.18956284,0.11269775,0.2687622,0.0,0.0,0.21873172,0.22575657,0.37452805,0.0,0.0,0.17359625,0.16169658,0.0,1.4477967,0.0583053
CA1092,California,"(1) Upon conviction of any offense that renders a person subject to Section 29800 or Section 29805, the person shall relinquish all firearms he or she owns, possesses, or has under his or her custody or control in the manner provided in this section. (4) If the court finds probable cause that the defendant has failed to relinquish any firearms as required, the court shall order the search for and removal of any firearms at any location where the judge has probable cause to believe the defendant's firearms are located. The court shall state with specificity the reasons for and scope of the search and seizure authorized by the order.",0.83499485,0.0,0.07214858,0.0,0.0,0.4230755,0.55934465,0.0,0.58211124,0.041881748,0.103907116,0.05613542,0.23922591,0.2588577,0.34848,0.02481699,0.0,0.2612577,0.11076605,0.023339152,0.0,0.0,0.07246955,0.0,0.0,0.5231109,0.2811572,0.004841105,0.3413024,0.049816094
CA1093,California," Commencing July 1, 2017, every person shall report the loss or theft of a firearm he or she owns or possesses to a local law enforcement agency in the jurisdiction in which the theft or loss occurred within five days of the time he or she knew or reasonably should have known that the firearm had been stolen or lost.",0.72835374,0.109495424,0.6130069,0.07697795,0.11953667,0.9494627,0.16107672,0.16603407,0.0,0.0,0.0,0.5507808,0.082262024,0.087841906,0.0,0.29179183,0.0,0.33995393,0.0,0.0,0.0,0.19758494,0.61514246,0.25662002,0.004011791,0.0,0.0,0.0,0.04110824,0.0
CA1094,California," Commencing July 1, 2017, every person shall report the loss or theft of a firearm he or she owns or possesses to a local law enforcement agency in the jurisdiction in which the theft or loss occurred within five days of the time he or she knew or reasonably should have known that the firearm had been stolen or lost.",0.7283539,0.10949471,0.6130064,0.07697722,0.11953667,0.9494627,0.16107678,0.16603404,0.0,0.0,0.0,0.550781,0.08226186,0.08784172,0.0,0.2917917,0.0,0.33995405,0.0,0.0,0.0,0.19758481,0.6151433,0.25662023,0.0040122396,0.0,0.0,0.0,0.041109208,0.0
CA1096,California,"11108.3. (a) In addition to the requirements of Section 11108 that apply to a local law enforcement agency's duty to report to the Department of Justice the recovery of a firearm, whenever a police or sheriff's department recovers a firearm that is illegally possessed, has been used in a crime, or is suspected of having been used in a crime, it shall report to the department in a manner determined by the Attorney General in consultation with the Bureau of Alcohol, Tobacco, and Firearms all available information necessary to identify and trace the history of that firearm.

(b) When the department receives information from a local law enforcement agency pursuant to subdivision (a), it shall promptly forward this information to the National Tracing Center of the federal Bureau of Alcohol, Tobacco, and Firearms to the extent practicable.",1.2577062,0.0,0.0,0.3260773,0.50351226,0.0,0.0,0.0,0.0,0.61478704,0.14247456,0.0,0.047414754,0.38382816,0.00028565168,0.1603996,0.24957533,0.1494599,0.13706516,0.53066754,0.108294286,0.0,0.21641557,0.20271584,0.0,0.0,0.49289367,0.2493856,0.4534976,0.16962427
CA1098,California,"(a) A law enforcement agency shall enter or cause to be entered into the Department of Justice Automated Firearms System each firearm that has been reported stolen, lost, found, recovered, held for safekeeping, or under observation, within seven calendar days after being notified of the precipitating event.

(b) Information about a firearm entered into the automated system for firearms shall remain in the system until the reported firearm has been found, recovered, is no longer under observation, or the record is determined to have been entered in error.

(c) Any costs incurred by the Department of Justice to implement subdivision (b) shall be reimbursed from funds other than fees charged and collected pursuant to Sections 28225 and 28230.

(d) As used in this section, “law enforcement agency” means a police or sheriff’s department, or any department or agency of the state or any political subdivision thereof that employs any peace officer as defined in Section 830, including, but not limited to, the Department of the California Highway Patrol, the Department of Fish and Wildlife, the University of California or California State University Police Departments, and the police department of any school district, transit district, airport, and harbor, port, or housing authority.",0.68704665,1.274472,0.0,1.0944979,0.07092121,0.0,0.0177939,0.12830833,0.046742067,0.14408754,0.036077682,0.026516337,0.1106788,0.0,0.03342459,0.92778313,0.0,0.27094173,0.25580394,0.009256877,0.0,0.0,0.0,0.18167585,0.35677835,0.05525116,0.04932885,0.3967485,0.0,0.0
CA1099,California," A dealer shall not deliver a firearm unless the person receiving the firearm presents to the dealer a valid firearm safety certificate, or, in the case of a handgun, an unexpired handgun safety certificate. The firearms dealer shall retain a photocopy of the firearm safety certificate as proof of compliance with this requirement.",0.95328,0.0,1.0719854,0.19405419,0.0,0.72686404,0.02398813,0.26227242,0.09258914,0.0,0.21665265,0.09099203,0.0,0.012404401,0.0,0.0,0.1338366,0.53132147,0.0,0.0,0.2159139,0.046310984,0.737486,0.25211665,0.0,0.04044389,0.0,0.043920197,0.0,0.0584111
CA1100,California," A dealer shall not deliver a firearm unless the person receiving the firearm presents to the dealer a valid firearm safety certificate, or, in the case of a handgun, an unexpired handgun safety certificate. The firearms dealer shall retain a photocopy of the firearm safety certificate as proof of compliance with this requirement.",0.95327944,0.0,1.0719832,0.19405307,0.0,0.72686404,0.02398828,0.26227236,0.092590034,0.0,0.21665321,0.090992644,0.0,0.012405621,0.0,0.0,0.13383722,0.5313223,0.0,0.0,0.21591571,0.0463124,0.7374858,0.25211534,0.0,0.04044337,0.0,0.043919746,0.0,0.058410104
CA1101,California,"(a) A law enforcement agency shall enter or cause to be entered into the Department of Justice Automated Firearms System each firearm that has been reported stolen, lost, found, recovered, held for safekeeping, or under observation, within seven calendar days after being notified of the precipitating event.

(b) Information about a firearm entered into the automated system for firearms shall remain in the system until the reported firearm has been found, recovered, is no longer under observation, or the record is determined to have been entered in error.

(c) Any costs incurred by the Department of Justice to implement subdivision (b) shall be reimbursed from funds other than fees charged and collected pursuant to Sections 28225 and 28230.

(d) As used in this section, “law enforcement agency” means a police or sheriff’s department, or any department or agency of the state or any political subdivision thereof that employs any peace officer as defined in Section 830, including, but not limited to, the Department of the California Highway Patrol, the Department of Fish and Wildlife, the University of California or California State University Police Departments, and the police department of any school district, transit district, airport, and harbor, port, or housing authority.",0.68704635,1.2744733,0.0,1.0944972,0.07092152,0.0,0.017794052,0.12830889,0.046741955,0.14408699,0.036077764,0.026515521,0.11067892,0.0,0.03342482,0.9277833,0.0,0.27094236,0.25580448,0.009253981,0.0,0.0,0.0,0.18167527,0.35677898,0.055251077,0.049328346,0.39674872,0.0,0.0
CA1102,California,"§ 27515. Sale, loan, or transfer of firearm to someone other than actual purchaser or transferee prohibited

No person, corporation, or dealer shall sell, loan, or transfer a firearm to anyone whom the person, corporation, or dealer knows or has cause to believe is not the actual purchaser or transferee of the firearm, or to anyone who is not the one actually being loaned the firearm, if the person, corporation, or dealer has either of the following:

(a) Knowledge that the firearm is to be subsequently sold, loaned, or transferred to avoid the provisions of Section 27540 or 27545.

(b) Knowledge that the firearm is to be subsequently sold, loaned, or transferred to avoid the requirements of any exemption to the provisions of Section 27540 or 27545.",0.875412,0.50482523,0.12682942,0.13354754,0.78612655,0.0,0.026529396,0.23651326,0.86556435,0.0,0.029358486,0.0,0.0,0.041605104,0.0,0.0,0.10211678,0.062040433,0.0,0.06989941,0.0,0.0,0.19371398,0.6316203,0.092975445,0.46390653,0.032926157,0.038573373,0.94374865,0.117662586
CA1103,California,"No person, corporation, or dealer shall sell, loan, or transfer a firearm to anyone whom the person, corporation, or dealer knows or has cause to believe is not the actual purchaser or transferee of the firearm, or to anyone who is not the one actually being loaned the firearm, if the person, corporation, or dealer has either of the following:

(a) Knowledge that the firearm is to be subsequently sold, loaned, or transferred to avoid the provisions of Section 27540 or 27545.

(b) Knowledge that the firearm is to be subsequently sold, loaned, or transferred to avoid the requirements of any exemption to the provisions of Section 27540 or 27545.",0.8111671,0.014784304,0.8532517,0.0,0.0,0.029349346,0.657959,0.18731262,0.20609824,0.07960298,0.47377148,0.0690563,0.17523387,0.005442271,0.32013732,0.049736995,0.025472151,0.15983477,0.044606924,0.0,0.18191506,0.03275901,0.100041196,0.16775365,0.072216764,0.15659517,0.0,0.0038492172,1.5548836,0.0
CA1104,California,"(a)(1) Commencing July 1, 2022, a firearm precursor part vendor shall not sell or otherwise transfer ownership of a firearm precursor part without, at the time of delivery, legibly recording the following information on a form to be prescribed by the Department of Justice:

(A) The date of the sale or other transfer.

(B) The purchaser's or transferee's driver's license or other identification number and the state in which it was issued.

(C) The brand, type, and amount of firearm precursor parts sold or otherwise transferred.

(D) The purchaser's or transferee's full name and signature.

(E) The name of the salesperson who processed the sale or other transaction.

(F) The purchaser's or transferee's full residential address and telephone number.

(G) The purchaser's or transferee's date of birth.

(2) A firearm precursor part vendor is not required to report to the department any firearm precursor part that is attached or affixed to a firearm involved in a successful dealer record of sale transaction.

(b) Commencing July 1, 2022, a firearm precursor part vendor shall electronically submit to the department the information required by subdivision (a) for all sales and transfers of ownership of a firearm precursor part. The department shall retain this information in a database to be known as the Firearm Precursor Part Purchase Records File. This information shall remain confidential and may be used by the department and those entities specified in, and pursuant to, subdivision (b) or (c) of Section 11105, through the California Law Enforcement Telecommunications System, only for law enforcement purposes. The firearm precursor part vendor shall not use, sell, disclose, or share the information for any other purpose other than the submission required by this subdivision without the express written consent of the purchaser or transferee.

(c) Commencing on July 1, 2022, only those persons listed in this subdivision, or those persons or entities listed in subdivision (e), shall be authorized to purchase firearm precursor parts. Prior to delivering any firearm precursor part, a firearm precursor part vendor shall require bona fide evidence of identity to verify that the person who is receiving delivery of the firearm precursor part is a person or entity listed in subdivision (e) or one of the following:

(1) A person authorized to purchase firearm precursor parts pursuant to Section 30470.

(2) A person who was approved by the department to receive a firearm from the firearm precursor part vendor, pursuant to Section 28220, if that vendor is a licensed firearms dealer, and the firearm precursor part is delivered to the person in the same transaction as the firearm.

(d) Commencing July 1, 2022, the firearm precursor part vendor shall verify with the department, in a manner prescribed by the department, that the person is authorized to purchase firearm precursor parts. If the person is not listed as an authorized firearm precursor part purchaser, the vendor shall deny the sale or transfer.

(e) Subdivisions (a) and (d) shall not apply to sales or other transfers of ownership of firearm precursor parts by firearm precursor part vendors to any of the following, if properly identified:

(1) A firearm precursor part vendor.

(2) A person who is on the centralized list of exempted federal firearms licensees maintained by the department pursuant to Article 6 (commencing with Section 28450) of Chapter 6 of Division 6.

(3) A gunsmith.

(4) A wholesaler.

(5) A manufacturer or importer of firearms or ammunition licensed pursuant to Chapter 44 (commencing with Section 921) of Title 18 of the United States Code, and the regulations issued pursuant thereto.

(6) An authorized law enforcement representative of a city, county, city and county, or state or federal government, if the sale or other transfer of ownership is for exclusive use by that governmental agency, and, prior to the sale, delivery, or transfer of the firearm precursor part, written authorization from the head of the agency authorizing the transaction is presented to the person from whom the purchase, delivery, or transfer is being made. Proper written authorization is defined as verifiable written certification from the head of the agency by which the purchaser, transferee, or person otherwise acquiring ownership is employed, identifying the employee as an individual authorized to conduct the transaction, and authorizing the transaction for the exclusive use of the agency by which that individual is employed.

(7)(A) A properly identified sworn peace officer, as defined in Chapter 4.5 (commencing with Section 830) of Title 3 of Part 2, or properly identified sworn federal law enforcement officer who is authorized to carry a firearm in the course and scope of the officer's duties.

(B)(i) Proper identification is defined as verifiable written certification from the head of the agency by which the purchaser or transferee is employed, identifying the purchaser or transferee as a full-time paid peace officer who is authorized to carry a firearm in the course and scope of the officer's duties.

(ii) The certification shall be delivered to the vendor at the time of purchase or transfer and the purchaser or transferee shall provide bona fide evidence of identity to verify that they are the person authorized in the certification.

(iii) The vendor shall keep the certification with the record of sale and submit the certification to the department.

(f) The department is authorized to adopt regulations to implement the provisions of this section.",0.0,0.0,0.032319937,0.0,0.030755749,0.28378928,0.0,1.3549467,0.16359663,0.0,0.1288485,1.115617,0.0,0.0,0.0,0.0,0.0,0.0,0.5017847,0.0,0.0,0.0067563993,0.24190584,0.0226367,0.05187103,0.080025874,0.0,0.2852393,0.0,0.4823469
