"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Georgia"	"13"	"2021 "	"2021"	"Mar., 2021 "	"2021/03"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	90	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Mar., 2021 "	"2021/03"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	83	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Mar., 2021 "	"2021/03"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Apr., 2021 "	"2021/04"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	81	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Apr., 2021 "	"2021/04"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	70	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Apr., 2021 "	"2021/04"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"May, 2021 "	"2021/05"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	120	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"May, 2021 "	"2021/05"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	101	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"May, 2021 "	"2021/05"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	79	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	90	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	104	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	104	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Aug., 2021 "	"2021/08"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	87	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Aug., 2021 "	"2021/08"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	87	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Aug., 2021 "	"2021/08"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Sep., 2021 "	"2021/09"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	100	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Sep., 2021 "	"2021/09"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	87	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Sep., 2021 "	"2021/09"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Oct., 2021 "	"2021/10"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	98	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Oct., 2021 "	"2021/10"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	89	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Oct., 2021 "	"2021/10"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Nov., 2021 "	"2021/11"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	101	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Nov., 2021 "	"2021/11"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	90	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Nov., 2021 "	"2021/11"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Dec., 2021 "	"2021/12"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	81	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Dec., 2021 "	"2021/12"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	85	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021 "	"2021"	"Dec., 2021 "	"2021/12"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"May, 2018"	"2018/05"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"May, 2018"	"2018/05"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"May, 2018"	"2018/05"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"May, 2019"	"2019/05"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"May, 2019"	"2019/05"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"May, 2019"	"2019/05"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Jan., 2020"	"2020/01"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Jan., 2020"	"2020/01"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Jan., 2020"	"2020/01"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Feb., 2020"	"2020/02"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Feb., 2020"	"2020/02"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Feb., 2020"	"2020/02"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Mar., 2020"	"2020/03"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Mar., 2020"	"2020/03"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Mar., 2020"	"2020/03"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Apr., 2020"	"2020/04"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Apr., 2020"	"2020/04"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Apr., 2020"	"2020/04"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"May, 2020"	"2020/05"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"May, 2020"	"2020/05"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"May, 2020"	"2020/05"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Jun., 2020"	"2020/06"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Jun., 2020"	"2020/06"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Jun., 2020"	"2020/06"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Jul., 2020"	"2020/07"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Jul., 2020"	"2020/07"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Jul., 2020"	"2020/07"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Aug., 2020"	"2020/08"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Aug., 2020"	"2020/08"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Aug., 2020"	"2020/08"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Sep., 2020"	"2020/09"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Sep., 2020"	"2020/09"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Sep., 2020"	"2020/09"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Oct., 2020"	"2020/10"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Oct., 2020"	"2020/10"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Oct., 2020"	"2020/10"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Nov., 2020"	"2020/11"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Nov., 2020"	"2020/11"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Nov., 2020"	"2020/11"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Dec., 2020"	"2020/12"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Dec., 2020"	"2020/12"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Dec., 2020"	"2020/12"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021 "	"2021"	"Jan., 2021 "	"2021/01"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021 "	"2021"	"Jan., 2021 "	"2021/01"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021 "	"2021"	"Jan., 2021 "	"2021/01"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021 "	"2021"	"Feb., 2021 "	"2021/02"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021 "	"2021"	"Feb., 2021 "	"2021/02"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021 "	"2021"	"Feb., 2021 "	"2021/02"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
